"----------"," Entity 558727"," Report A000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"ACQUISITION WORK-UP EXP","T", ,"105", ,"2696", ,"109", ,"2696", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report A6000U0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[558727] Report(A6000U0[00000])","Entity[558727] Report(A6000U0[00100])", ,"Entity[558727] Report(A6000U0[00300])","Entity[558727] Report(A6000U0[00400])", , ,"Entity[558727] Report(A6000U0[00700])","Entity[558727] Report(A6000U0[00800])", , , , , , , , , , , 
"NON-TXPL EMPLOYEES","U", ,"105","55214", , ,"10","28822", , , , , , , , , , , 
"NON-TXPL EMPLOYEES","U", , , , , ,"17","4548", , , , , , , , , , , 
"NON-TXPL EMPLOYEES","U", , , , , ,"30","4800", , , , , , , , , , , 
"NON-TXPL EMPLOYEES","U", , , , , ,"192","17044", , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report A6000V0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[558727] Report(A6000V0[00000])","Entity[558727] Report(A6000V0[00100])", ,"Entity[558727] Report(A6000V0[00300])", ,"Entity[558727] Report(A6000V0[00500])", ,"Entity[558727] Report(A6000V0[00700])", ,"Entity[558727] Report(A6000V0[00900])", , , , , , , , , , 
"ADVERTISING","V", ,"192", ,"1298269", ,"5", ,"79125", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"13", ,"1378", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"23", ,"3229", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"23", ,"56", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"23", ,"953", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"54", ,"618", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"60", ,"443", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"73", ,"1926", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"76", ,"64728", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"76", ,"159", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"77", ,"1005", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"90", ,"10", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"90", ,"1783", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"91", ,"13782", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"95", ,"25692", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"101", ,"3564", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"105", ,"1384", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"191", ,"696", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"191", ,"459800", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"192", ,"634147", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"192", ,"3568", , , , , , , , , , 
"ADVERTISING","V", , , , , ,"192", ,"223", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report A6000W0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[558727] Report(A6000W0[00000])","Entity[558727] Report(A6000W0[00100])", ,"Entity[558727] Report(A6000W0[00300])", ,"Entity[558727] Report(A6000W0[00500])", ,"Entity[558727] Report(A6000W0[00700])", ,"Entity[558727] Report(A6000W0[00900])", , , , , , , , , , 
"PHYSICIANS","W", ,"91", ,"4628595", ,"5", ,"348000", , , , , , , , , , 
"PHYSICIANS","W", ,"90", ,"150000", ,"191", ,"1509970", , , , , , , , , , 
"PHYSICIANS","W", , , , , ,"192", ,"2920625", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report A700001 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Acquisitions","","","Disposals","","Fully", , , , , , , , , , 
"","","","Beginning","","","","and","Ending","Depreciated", , , , , , , , , , 
"","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets", , , , , , , , , , 
"","","","1","2","3","4","5","6","7", , , , , , , , , , 
 ,"Entity[558727] Report(A700001[00100])","Entity[558727] Report(A700001[00200])", ,"Entity[558727] Report(A700001[00400])","Entity[558727] Report(A700001[00500])","Entity[558727] Report(A700001[00600])", , , , , , , , , , , , , 
 ,"140152000", , , ,"195000","139957000", , , , , , , , , , , , , 
 ,"38201000","1038000", ,"1038000", ,"39239000", , , , , , , , , , , , , 
 ,"1149122000","89323000", ,"89323000", ,"1238445000", , , , , , , , , , , , , 
 ,"606044000","13418000", ,"13418000", ,"619462000", , , , , , , , , , , , , 
 ,"43610000", , , ,"120000","43490000", , , , , , , , , , , , , 
 ,"1337230000","42817000", ,"42817000", ,"1380047000", , , , , , , , , , , , , 
 ,"148364394", , , , ,"148364394", , , , , , , , , , , , , 
 ,"2147483647","146596000", ,"146596000","315000","2147483647", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report A700003 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Acquisitions","","","Disposals","","Fully", , , , , , , , , , 
"","","","Beginning","","","","and","Ending","Depreciated", , , , , , , , , , 
"","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets", , , , , , , , , , 
"","","","1","2","3","4","5","6","7", , , , , , , , , , 
 ,"Entity[558727] Report(A700003[00100])", ,"Entity[558727] Report(A700003[00300])","Entity[558727] Report(A700003[00400])", , , , ,"Entity[558727] Report(A700003[00900])", , , , , ,"Entity[558727] Report(A700003[01500])", , , , 
 ,"2080593000", ,"2080593000","1", , , , ,"38780415", , , , , ,"38780415", , , , 
 ,"1528411394", ,"1528411394","0", , , , ,"61635308", , , , , ,"61635308", , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report A800000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"DESCRIPTION (1)","","","WORKSHEET A TO/FROM WHICH","","Wkst.", , , , , , , , , , , , , , 
"","","","THE AMOUNT IS TO BE ADJUSTED","","A-7", , , , , , , , , , , , , , 
"","BASIS/CODE (2)","AMOUNT","COST CENTER","LINE #","Ref.", , , , , , , , , , , , , , 
"","1","2","3","4","5", , , , , , , , , , , , , , 
"Entity[558727] Report(A800000[00000])","Entity[558727] Report(A800000[00100])","Entity[558727] Report(A800000[00200])","Entity[558727] Report(A800000[00300])","Entity[558727] Report(A800000[00400])","Entity[558727] Report(A800000[00500])", , , , , , , , , , , , , , 
 , ,"-52500529", , , , , , , , , , , , , , , , , 
 , ,"146002264", , , , , , , , , , , , , , , , , 
"CATERING/FOOD REVENUE","B","-398923","DIETARY","10", , , , , , , , , , , , , , , 
"CATERING/FOOD REVENUE","B","-188967","CAFETERIA","11", , , , , , , , , , , , , , , 
"CATERING/FOOD REVENUE","B","-1150","PARAMED EMERGENCY","23", , , , , , , , , , , , , , , 
"CATERING/FOOD REVENUE","B","-2674","PULMONARY FUNCTION TESTING","53", , , , , , , , , , , , , , , 
"CATERING/FOOD REVENUE","B","67","ELECTROCARDIOLOGY","69", , , , , , , , , , , , , , , 
"MEDICAL EDUCATION SUPPORT","A","10000000","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"UNNECESSARY INTEREST","A","-438994","OTHER ADMINISTRATIVE AND GENERAL","5", , , , , , , , , , , , , , , 
"MEDICAID HAF FEES (FROM HOME OFC)","A","40157913","OTHER ADMINISTRATIVE AND GENERAL","5", , , , , , , , , , , , , , , 
"MEDICAID HAF FEES","A","-40157913","OTHER ADMINISTRATIVE AND GENERAL","5", , , , , , , , , , , , , , , 
"CONTRIBUTION EXPENSE","A","-32143","EMERGENCY","91", , , , , , , , , , , , , , , 
"BOND MARKETING COSTS","A","-1920","OTHER ADMINISTRATIVE AND GENERAL","5", , , , , , , , , , , , , , , 
"IHA & AHA LOBBYING FEES","A","-29876","OTHER ADMINISTRATIVE AND GENERAL","5", , , , , , , , , , , , , , , 
"PHYSICIAN BILLING","A","-4670","CLINICAL GERIATRICS","90", , , , , , , , , , , , , , , 
"PHYSICIAN BILLING","A","-5701","AMBULANCE SERVICES","95", , , , , , , , , , , , , , , 
"GARAGE","A","-336902","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"GARAGE","A","-45978","OTHER ADMINISTRATIVE AND GENERAL","5", , , , , , , , , , , , , , , 
"GARAGE","A","-963055","CAP REL COSTS-BLDG & FIXT","1","9", , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-303","DIETARY","10", , , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-79756","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-20164","PARAMED ED HEALTH SCIENCES","23", , , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-154874","PARAMED RADIOLOGY-METHODIST","23", , , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-450666","PARAMED RESPIRATORY THERAPY","23", , , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-73233","PARAMED EMERGENCY","23", , , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-98802","PARAMED LAB SCIENCE PRO","23", , , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-39889","PARAMED SURGERY TECHNOLOGY","23", , , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-17743","PARAMED PHARMACY TECH","23", , , , , , , , , , , , , , , 
"CLASS & LECTURE REVENUE","B","-12222","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"NON-PATIENT LAB REVENUE","B","-1300","LABORATORY","60", , , , , , , , , , , , , , , 
"OTHER INSTITUTIONAL REV","B","-215815","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"OTHER INSTITUTIONAL REV","B","-308705","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"REV - GIFT SHOPS","B","-1745","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"REV - GIFT SHOPS","B","-597","NURSERY","43", , , , , , , , , , , , , , , 
"VENDING REVENUE","B","-2041","CAFETERIA","11", , , , , , , , , , , , , , , 
"VENDING REVENUE","B","-1317","HOME HEALTH AGENCY","101", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-965770","OTHER ADMINISTRATIVE AND GENERAL","5", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-16429","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-65901","DIETARY","10", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-490792","PHARMACY","15", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-5445","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-9670","PULMONARY FUNCTION TESTING","53", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-18115","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-4150239","LABORATORY","60", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-200","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-82705","ELECTROCARDIOLOGY","69", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-34","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-577481","OUTPATIENT RETAIL PHARMACY","73", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-1807","CARDIOLOGY","76", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-8012","CARDIAC CATHERIZATION","76", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-2693","CARDIAC REHABILITATION","77", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-51341","AMB SVC-OB & GYN","90", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-23452","IUSCC HEM/ONC","90", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-453914","EMERGENCY","91", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-255204","HOME HEALTH AGENCY","101", , , , , , , , , , , , , , , 
"MISC OPERATING REVENUE","B","-562000","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"REBATE REVENUE","B","-970","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"TRANSITION SERVICES","B","433","OUTPATIENT RETAIL PHARMACY","73", , , , , , , , , , , , , , , 
"PHYSICIAN FEES - HOME HEALTH","A","-189096","HOME HEALTH AGENCY","101", , , , , , , , , , , , , , , 
"PHYSICIAN FEES - RESEARCH","A","20706","RESEARCH","191", , , , , , , , , , , , , , , 
"PHYSICIAN FEES - OSA","A","-1572801","OSA","191", , , , , , , , , , , , , , , 
"PHYSICIAN FEES - PHYS PRIVATE OFFICE","A","-633800","PHYSICIANS PRIVATE OFFICES","192", , , , , , , , , , , , , , , 
"PHYSICIAN FEES - OTHER NRCC - METHOD","A","-9180605","OTHER NONREIMBURSABLE-METHODIST","192", , , , , , , , , , , , , , , 
"PHYSICIAN FEES - OTHER NRCC - UNIVER","A","-22072112","OTHER NONREIMBURSABLE - IUMC","192", , , , , , , , , , , , , , , 
"PHYSICIAN FEES - BELTWAY SURGERY","A","-339266","BELTWAY SURGERY","192", , , , , , , , , , , , , , , 
"PHYSICIAN FEES - ADVERTISTING","A","-39033","NON-ALLOWABLE ADVERTISING","192", , , , , , , , , , , , , , , 
"PHYSICIAN FEES - CARDIO PHYSICIANS","A","-256804","CARDIO PHYSICIANS","192", , , , , , , , , , , , , , , 
"EMPLOYEE BENEFITS TO HOME OFFICE","A","-117198117","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"PTO TO HOME OFFICE","A","-7935292","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"MALPRACTICE INSURANCE","A","-19988","IUSCC HEM/ONC","90", , , , , , , , , , , , , , , 
"MALPRACTICE INSURANCE","A","-213301","OTHER NONREIMBURSABLE-METHODIST","192", , , , , , , , , , , , , , , 
"FQHC BAD DEBT","A","-274150","FEDERALLY QUALIFIED HEALTH CENTER","89", , , , , , , , , , , , , , , 
"FQHC BAD DEBT","A","-5774","OTHER NONREIMBURSABLE-METHODIST","192", , , , , , , , , , , , , , , 
"DEPRECIATION EXP TO HOME OFFICE","A","-1309627","CAP REL COSTS-BLDG & FIXT","1","9", , , , , , , , , , , , , , 
"DEPRECIATION ALLOC TO HOME OFFICE","A","8355928","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"PHARMACY SAL FROM HOME OFFICE","A","5799","PARAMED PHARMACY","23", , , , , , , , , , , , , , , 
"PHARM OTHER FROM HOME OFFICE","A","444","PARAMED PHARMACY","23", , , , , , , , , , , , , , , 
"PHARMACY RESEARCH","A","-1928286","PHARMACY","15", , , , , , , , , , , , , , , 
"PHONES EXPENSE TO HOME OFFICE","A","-69125","NONPATIENT TELEPHONES","5", , , , , , , , , , , , , , , 
"FQHC MISC REVENUE","B","-40364","FEDERALLY QUALIFIED HEALTH CENTER","89", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-750","OTHER ADMINISTRATIVE AND GENERAL","5", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-38","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-40","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-26","RECOVERY ROOM","51", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-309","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-29","RADIOLOGY-THERAPEUTIC","55", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-5","RADIOISOTOPE","56", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-753","LABORATORY","60", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-47","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-4","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-5","OUTPATIENT RETAIL PHARMACY","73", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-5","CARDIOLOGY","76", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-5","CARDIAC CATHERIZATION","76", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-246","IUSCC HEM/ONC","90", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-11","AMB SVC-OPTHALMOLOGY","90", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-22","OUTPATIENT SURGERY","90", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-49","AMB SVC-RILEY CLINICS","90", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-5","CLINICAL GERIATRICS","90", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-24","ARTHRITIS CLINIC","90", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-22","PHYSICAL MEDICINE","90", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-15","EMERGENCY","91", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-5","HOME PROGRAM DIALYSIS","94", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-26","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-25","OSA","191", , , , , , , , , , , , , , , 
"LATE FEE INTEREST","A","-234","OTHER NONREIMBURSABLE-METHODIST","192", , , , , , , , , , , , , , , 
"POSITIVE ADJ TO ZERO OUT L191.01","A","1682","RESEARCH-GCRC","191", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report A810000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Amount of","included in","Adjustments","Wkst.","", , , , , , , , , , , 
"","","","","Allowable","Wkst. A","(col. 4 minus","A-7","", , , , , , , , , , , 
"","Line No.","Cost Center","Expense Items","Cost","column 5","col. 5) *","Ref.","", , , , , , , , , , , 
"","1","2","3","4","5","6","7","", , , , , , , , , , , 
 ,"Entity[558727] Report(A810000[00100])","Entity[558727] Report(A810000[00200])","Entity[558727] Report(A810000[00300])","Entity[558727] Report(A810000[00400])","Entity[558727] Report(A810000[00500])","Entity[558727] Report(A810000[00600])","Entity[558727] Report(A810000[00700])", , , , , , , , , , , , 
 ,"1","CAP REL COSTS-BLDG & FIXT","INTERCOMPANY TRANSACTIONS","39743470", ,"39743470","9", , , , , , , , , , , , 
 ,"2","CAP REL COSTS-MVBLE EQUIP","INTERCOMPANY TRANSACTIONS","18407046", ,"18407046","9", , , , , , , , , , , , 
 ,"4","EMPLOYEE BENEFITS DEPARTMENT","INTERCOMPANY TRANSACTIONS","127425683","133745","127291938", , , , , , , , , , , , , 
 ,"5","NONPATIENT TELEPHONES","INTERCOMPANY TRANSACTIONS","112763","112763", , , , , , , , , , , , , , 
 ,"5","DATA PROCESSING","INTERCOMPANY TRANSACTIONS","61241068","36881","61204187", , , , , , , , , , , , , 
 ,"5","PURCHASING RECEIVING AND STORES","INTERCOMPANY TRANSACTIONS","12803328","9876","12793452", , , , , , , , , , , , , 
 ,"5","ADMITTING","INTERCOMPANY TRANSACTIONS","10841520", ,"10841520", , , , , , , , , , , , , 
 ,"5","CASHIERING/ACCOUNTS RECEIVABLE","INTERCOMPANY TRANSACTIONS","31670029", ,"31670029", , , , , , , , , , , , , 
 ,"5","OTHER ADMINISTRATIVE AND GENERAL","INTERCOMPANY TRANSACTIONS","75197981","301625746","-226427765", , , , , , , , , , , , , 
 ,"6","MAINTENANCE & REPAIRS","INTERCOMPANY TRANSACTIONS","21253828","30264","21223564", , , , , , , , , , , , , 
 ,"7","OPERATION OF PLANT","INTERCOMPANY TRANSACTIONS","73858967","10156","73848811", , , , , , , , , , , , , 
 ,"9","HOUSEKEEPING - UNIVERSITY","INTERCOMPANY TRANSACTIONS","3291112", ,"3291112", , , , , , , , , , , , , 
 ,"9","HOUSEKEEPING - RILEY","INTERCOMPANY TRANSACTIONS","2716747", ,"2716747", , , , , , , , , , , , , 
 ,"9","HOUSEKEEPING - METHODIST","INTERCOMPANY TRANSACTIONS","5293305", ,"5293305", , , , , , , , , , , , , 
 ,"10","DIETARY","INTERCOMPANY TRANSACTIONS","385359","1113009","-727650", , , , , , , , , , , , , 
 ,"11","CAFETERIA","INTERCOMPANY TRANSACTIONS","1740374", ,"1740374", , , , , , , , , , , , , 
 ,"13","NURSING ADMINISTRATION","INTERCOMPANY TRANSACTIONS","5356299","438000","4918299", , , , , , , , , , , , , 
 ,"14","CENTRAL SERVICES & SUPPLY","INTERCOMPANY TRANSACTIONS", ,"135327","-135327", , , , , , , , , , , , , 
 ,"15","PHARMACY","INTERCOMPANY TRANSACTIONS","48041","504115","-456074", , , , , , , , , , , , , 
 ,"16","MEDICAL RECORDS & LIBRARY","INTERCOMPANY TRANSACTIONS","8374140", ,"8374140", , , , , , , , , , , , , 
 ,"17","SOCIAL SERVICE","INTERCOMPANY TRANSACTIONS", ,"354943","-354943", , , , , , , , , , , , , 
 ,"22","I&R SERVICES-OTHER PRGM COSTS APPRV","INTERCOMPANY TRANSACTIONS","1559556","1559556", , , , , , , , , , , , , , 
 ,"23","PARAMED RESPIRATORY THERAPY","INTERCOMPANY TRANSACTIONS","15000","15000", , , , , , , , , , , , , , 
 ,"23","PARAMED PASTORAL EDUCATION","INTERCOMPANY TRANSACTIONS", ,"17098","-17098", , , , , , , , , , , , , 
 ,"30","ADULTS & PEDIATRICS","INTERCOMPANY TRANSACTIONS","375191","494584","-119393", , , , , , , , , , , , , 
 ,"34","UH SURG 6IC","INTERCOMPANY TRANSACTIONS", ,"15806","-15806", , , , , , , , , , , , , 
 ,"40","SUBPROVIDER - IPF","INTERCOMPANY TRANSACTIONS","997532","997532", , , , , , , , , , , , , , 
 ,"50","OPERATING ROOM","INTERCOMPANY TRANSACTIONS","1599939","1685223","-85284", , , , , , , , , , , , , 
 ,"51","RECOVERY ROOM","INTERCOMPANY TRANSACTIONS","28064","28064", , , , , , , , , , , , , , 
 ,"53","ANESTHESIOLOGY","INTERCOMPANY TRANSACTIONS","6850320","6850320", , , , , , , , , , , , , , 
 ,"54","RADIOLOGY-DIAGNOSTIC","INTERCOMPANY TRANSACTIONS","896759","1775302","-878543", , , , , , , , , , , , , 
 ,"55","RADIOLOGY-THERAPEUTIC","INTERCOMPANY TRANSACTIONS", ,"385666","-385666", , , , , , , , , , , , , 
 ,"56","RADIOISOTOPE","INTERCOMPANY TRANSACTIONS", ,"1041","-1041", , , , , , , , , , , , , 
 ,"59","CARDIAC CATHETERIZATION","INTERCOMPANY TRANSACTIONS","135617","154159","-18542", , , , , , , , , , , , , 
 ,"60","LABORATORY","INTERCOMPANY TRANSACTIONS","63356","31777854","-31714498", , , , , , , , , , , , , 
 ,"60","TRANSPLANT IMMUNOLOGY","INTERCOMPANY TRANSACTIONS","41477","54490","-13013", , , , , , , , , , , , , 
 ,"60","BONE MARROW TRANSPLANT LAB","INTERCOMPANY TRANSACTIONS", ,"-1652","1652", , , , , , , , , , , , , 
 ,"63","BLOOD STORING  PROCESSING & TRANS.","INTERCOMPANY TRANSACTIONS", ,"3746","-3746", , , , , , , , , , , , , 
 ,"65","RESPIRATORY THERAPY","INTERCOMPANY TRANSACTIONS", ,"24","-24", , , , , , , , , , , , , 
 ,"66","PHYSICAL THERAPY","INTERCOMPANY TRANSACTIONS", ,"89559","-89559", , , , , , , , , , , , , 
 ,"69","ELECTROCARDIOLOGY","INTERCOMPANY TRANSACTIONS","2017795","2585200","-567405", , , , , , , , , , , , , 
 ,"70","ELECTROENCEPHALOGRAPHY","INTERCOMPANY TRANSACTIONS", ,"325201","-325201", , , , , , , , , , , , , 
 ,"73","OUTPATIENT RETAIL PHARMACY","INTERCOMPANY TRANSACTIONS","59123","157614","-98491", , , , , , , , , , , , , 
 ,"74","RENAL DIALYSIS","INTERCOMPANY TRANSACTIONS","133956","133956", , , , , , , , , , , , , , 
 ,"76","CARDIOLOGY","INTERCOMPANY TRANSACTIONS","80715","80715", , , , , , , , , , , , , , 
 ,"76","PSYCH OTHER ANCILLARY","INTERCOMPANY TRANSACTIONS","1821420","1821420", , , , , , , , , , , , , , 
 ,"76","CARDIAC CATHERIZATION","INTERCOMPANY TRANSACTIONS","1629024","1672616","-43592", , , , , , , , , , , , , 
 ,"90","AMB SVC-OB & GYN","INTERCOMPANY TRANSACTIONS", ,"4500","-4500", , , , , , , , , , , , , 
 ,"90","IUSCC HEM/ONC","INTERCOMPANY TRANSACTIONS","11328203","11399034","-70831", , , , , , , , , , , , , 
 ,"90","OUTPATIENT SURGERY","INTERCOMPANY TRANSACTIONS","16667","55507","-38840", , , , , , , , , , , , , 
 ,"90","AMB SVC-RILEY CLINICS","INTERCOMPANY TRANSACTIONS", ,"2964565","-2964565", , , , , , , , , , , , , 
 ,"90","MOTILITY LAB","INTERCOMPANY TRANSACTIONS", ,"19752","-19752", , , , , , , , , , , , , 
 ,"90","CLINICAL GERIATRICS","INTERCOMPANY TRANSACTIONS","1026745","1026745", , , , , , , , , , , , , , 
