"----------"," Entity 562588"," Report A000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"90", ,"1267594", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"90", ,"85711", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"90", ,"43602", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"90", ,"930112", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"90", ,"202993", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"90", ,"220722", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"91", ,"11693", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"94", ,"146559", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"105", ,"2334", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"106", ,"4854", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"112", ,"1647", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"116", ,"404077", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"116", ,"155062", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"191", ,"14923", , , , , , , , , , 
"DRUGS CHARGED TO PATIENTS","K", , , , , ,"194", ,"15", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000L0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000L0[00000])","Entity[562588] Report(A6000L0[00100])", ,"Entity[562588] Report(A6000L0[00300])", ,"Entity[562588] Report(A6000L0[00500])", ,"Entity[562588] Report(A6000L0[00700])", ,"Entity[562588] Report(A6000L0[00900])", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", ,"53", ,"1759253", ,"5", ,"180", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", ,"53", ,"101573", ,"7", ,"8265", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"10", ,"410", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"15", ,"56", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"31", ,"256", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"50", ,"21153", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"50", ,"1725", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"54", ,"20486", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"55", ,"26", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"60", ,"8890", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"60", ,"4676", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"60", ,"1266", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"65", ,"1609206", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"65", ,"3170", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"65", ,"88816", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"71", ,"3226", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"74", ,"18726", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"18051", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"947", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"4098", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"6961", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"1064", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"191", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"1357", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"1171", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"1585", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"1307", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"75", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"4237", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"827", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"1080", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"1056", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"90", ,"1926", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"91", ,"6765", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"190", ,"26", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"190", ,"1074", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"191", ,"11187", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"191", ,"35", , , , , , , , , , 
"ANESTHESIA EXPENSE","L", , , , , ,"191", ,"5273", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000M0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000M0[00000])","Entity[562588] Report(A6000M0[00100])", ,"Entity[562588] Report(A6000M0[00300])", ,"Entity[562588] Report(A6000M0[00500])", ,"Entity[562588] Report(A6000M0[00700])", ,"Entity[562588] Report(A6000M0[00900])", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", ,"5", ,"72", ,"13", ,"1272", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", ,"73", ,"743462", ,"14", ,"9396", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", ,"73", ,"32172", ,"14", ,"293", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"15", ,"38179", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"15", ,"5775", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"18", ,"2889", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"30", ,"212978", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"31", ,"46997", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"31", ,"13924", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"31", ,"6565", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"40", ,"216", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"44", ,"4323", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"50", ,"49318", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"50", ,"1144", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"52", ,"31338", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"53", ,"97748", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"53", ,"5786", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"54", ,"7496", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"54", ,"81", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"55", ,"643", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"56", ,"5749", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"56", ,"37", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"57", ,"1478", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"58", ,"9847", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"58", ,"79", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"59", ,"13604", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"60", ,"214", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"63", ,"133", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"64", ,"31292", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"65", ,"842", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"68", ,"317", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"70", ,"307", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"71", ,"34839", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"71", ,"4626", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"74", ,"5665", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"46323", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"66", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"264", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"89", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"596", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"15", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"9407", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"6", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"46", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"18", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"56", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"3318", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"110", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"2487", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"534", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"90", ,"1684", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"91", ,"58064", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"91", ,"6099", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"116", ,"31", , , , , , , , , , 
"IV SOLUTION EXPENSE","M", , , , , ,"191", ,"1103", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000N0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000N0[00000])","Entity[562588] Report(A6000N0[00100])", ,"Entity[562588] Report(A6000N0[00300])", ,"Entity[562588] Report(A6000N0[00500])", ,"Entity[562588] Report(A6000N0[00700])", ,"Entity[562588] Report(A6000N0[00900])", , , , , , , , , , 
"NON COMPOSITE DRUGS","N", ,"73", ,"1869393", ,"74", ,"1557157", , , , , , , , , , 
"NON COMPOSITE DRUGS","N", , , , , ,"90", ,"312236", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000O0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000O0[00000])","Entity[562588] Report(A6000O0[00100])", ,"Entity[562588] Report(A6000O0[00300])","Entity[562588] Report(A6000O0[00400])", , ,"Entity[562588] Report(A6000O0[00700])","Entity[562588] Report(A6000O0[00800])", , , , , , , , , , , 
"POST PARTUM SALARY","O", ,"30","943876", , ,"18","1677376", , , , , , , , , , , 
"POST PARTUM SALARY","O", ,"43","384125", , , , , , , , , , , , , , , 
"POST PARTUM SALARY","O", ,"50","334644", , , , , , , , , , , , , , , 
"POST PARTUM SALARY","O", ,"52","14731", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000P0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000P0[00000])","Entity[562588] Report(A6000P0[00100])", ,"Entity[562588] Report(A6000P0[00300])", ,"Entity[562588] Report(A6000P0[00500])", ,"Entity[562588] Report(A6000P0[00700])", ,"Entity[562588] Report(A6000P0[00900])", , , , , , , , , , 
"POST PARTUM OTHER EXP","P", ,"30", ,"393716", ,"18", ,"699679", , , , , , , , , , 
"POST PARTUM OTHER EXP","P", ,"43", ,"160229", , , , , , , , , , , , , , 
"POST PARTUM OTHER EXP","P", ,"50", ,"139589", , , , , , , , , , , , , , 
"POST PARTUM OTHER EXP","P", ,"52", ,"6145", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000Q0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000Q0[00000])","Entity[562588] Report(A6000Q0[00100])", ,"Entity[562588] Report(A6000Q0[00300])","Entity[562588] Report(A6000Q0[00400])", , ,"Entity[562588] Report(A6000Q0[00700])","Entity[562588] Report(A6000Q0[00800])", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", ,"50","569005", , ,"30","98738", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"31","150251", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"31","15536", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"40","595", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"43","1121", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"44","1445", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"50","96", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"52","31634", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"53","37534", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"54","122923", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"54","14363", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"55","11", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"57","1250", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"59","948", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"64","18", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"65","12775", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"67","29", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"90","78599", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"90","29", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"90","382", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"90","6", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"90","126", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"90","45", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"90","33", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"90","67", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"91","437", , , , , , , , , , , 
"TREATMENT ROOM SALARY","Q", , , , , ,"91","14", , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000R0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000R0[00000])","Entity[562588] Report(A6000R0[00100])", ,"Entity[562588] Report(A6000R0[00300])", ,"Entity[562588] Report(A6000R0[00500])", ,"Entity[562588] Report(A6000R0[00700])", ,"Entity[562588] Report(A6000R0[00900])", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", ,"50", ,"513943", ,"30", ,"51160", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"31", ,"67607", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"31", ,"9430", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"40", ,"181", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"43", ,"237", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"44", ,"294", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"50", ,"234", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"52", ,"16812", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"53", ,"3830", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"54", ,"208818", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"54", ,"26659", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"55", ,"16", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"57", ,"1063", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"59", ,"3711", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"64", ,"61", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"65", ,"13520", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"67", ,"12", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"90", ,"109052", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"90", ,"23", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"90", ,"459", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"90", ,"24", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"90", ,"174", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"90", ,"35", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"90", ,"39", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"90", ,"49", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"91", ,"347", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"91", ,"12", , , , , , , , , , 
"TREATMENT ROOM OTHER EXPENSE","R", , , , , ,"105", ,"84", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000S0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000S0[00000])","Entity[562588] Report(A6000S0[00100])", ,"Entity[562588] Report(A6000S0[00300])","Entity[562588] Report(A6000S0[00400])", , ,"Entity[562588] Report(A6000S0[00700])","Entity[562588] Report(A6000S0[00800])", , , , , , , , , , , 
"OBSERVATION SALARY","S", ,"30","265855", , ,"31","33003", , , , , , , , , , , 
"OBSERVATION SALARY","S", , , , , ,"31","6097", , , , , , , , , , , 
"OBSERVATION SALARY","S", , , , , ,"40","150", , , , , , , , , , , 
"OBSERVATION SALARY","S", , , , , ,"52","226605", , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000T0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000T0[00000])","Entity[562588] Report(A6000T0[00100])", ,"Entity[562588] Report(A6000T0[00300])", ,"Entity[562588] Report(A6000T0[00500])", ,"Entity[562588] Report(A6000T0[00700])", ,"Entity[562588] Report(A6000T0[00900])", , , , , , , , , , 
"OBSERVATION OTHER EXPENSE","T", ,"30", ,"265680", ,"31", ,"33209", , , , , , , , , , 
"OBSERVATION OTHER EXPENSE","T", , , , , ,"31", ,"6315", , , , , , , , , , 
"OBSERVATION OTHER EXPENSE","T", , , , , ,"40", ,"80", , , , , , , , , , 
"OBSERVATION OTHER EXPENSE","T", , , , , ,"52", ,"226076", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000U0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000U0[00000])","Entity[562588] Report(A6000U0[00100])", ,"Entity[562588] Report(A6000U0[00300])","Entity[562588] Report(A6000U0[00400])","Entity[562588] Report(A6000U0[00500])", ,"Entity[562588] Report(A6000U0[00700])","Entity[562588] Report(A6000U0[00800])","Entity[562588] Report(A6000U0[00900])", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", ,"5","38765781","8375559", ,"7","494045","92904", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", ,"44","5466", , ,"9","59345","15779", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"13","82358","14164", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"15","484392","87509", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"17","87270","17048", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"30","41678","16159", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"31","18085","4436", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"50","1668791","389765", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"50","71289","16527", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"53","65543","3810", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"54","366301","71705", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"59","717535","131472", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"60","101083","23443", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"60","30790","7884", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"63","2160488","432696", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"64","682221","125278", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"65","2232341","436654", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"65","157342","32324", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"66","1997433","372697", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"67","670805","117118", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"68","58523","14200", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"69","1088503","236405", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"70","647072","152138", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"74","2910207","618299", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"76","90473","19691", , , , , , , , , , 
