"----------"," Entity 572966"," Report A000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"BONUS","AE", ,"13","3300", , , , , , , , , , , , , , , 
"BONUS","AE", ,"14","400", , , , , , , , , , , , , , , 
"BONUS","AE", ,"15","8000", , , , , , , , , , , , , , , 
"BONUS","AE", ,"16","400", , , , , , , , , , , , , , , 
"BONUS","AE", ,"17","2600", , , , , , , , , , , , , , , 
"BONUS","AE", ,"18","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"18","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"18","2000", , , , , , , , , , , , , , , 
"BONUS","AE", ,"18","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"18","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"18","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"18","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"18","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"30","34400", , , , , , , , , , , , , , , 
"BONUS","AE", ,"31","29300", , , , , , , , , , , , , , , 
"BONUS","AE", ,"31","45100", , , , , , , , , , , , , , , 
"BONUS","AE", ,"31","21600", , , , , , , , , , , , , , , 
"BONUS","AE", ,"50","3000", , , , , , , , , , , , , , , 
"BONUS","AE", ,"51","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"52","8100", , , , , , , , , , , , , , , 
"BONUS","AE", ,"53","400", , , , , , , , , , , , , , , 
"BONUS","AE", ,"54","400", , , , , , , , , , , , , , , 
"BONUS","AE", ,"60","22700", , , , , , , , , , , , , , , 
"BONUS","AE", ,"62","6000", , , , , , , , , , , , , , , 
"BONUS","AE", ,"65","400", , , , , , , , , , , , , , , 
"BONUS","AE", ,"66","41000", , , , , , , , , , , , , , , 
"BONUS","AE", ,"68","4000", , , , , , , , , , , , , , , 
"BONUS","AE", ,"69","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"70","17900", , , , , , , , , , , , , , , 
"BONUS","AE", ,"74","400", , , , , , , , , , , , , , , 
"BONUS","AE", ,"76","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"76","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"90","10500", , , , , , , , , , , , , , , 
"BONUS","AE", ,"90","25000", , , , , , , , , , , , , , , 
"BONUS","AE", ,"91","23800", , , , , , , , , , , , , , , 
"BONUS","AE", ,"95","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"191","200", , , , , , , , , , , , , , , 
"BONUS","AE", ,"194","400", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AF0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AF0[00000])","Entity[572966] Report(A600AF0[00100])", ,"Entity[572966] Report(A600AF0[00300])","Entity[572966] Report(A600AF0[00400])","Entity[572966] Report(A600AF0[00500])", ,"Entity[572966] Report(A600AF0[00700])","Entity[572966] Report(A600AF0[00800])","Entity[572966] Report(A600AF0[00900])", , , , , , , , , , 
"ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"7","77428","53516", ,"7","1618757","1274106", , , , , , , , , , 
"ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"7","1238918","929219", , , , , , , , , , , , , , 
"ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"7","45991","57032", , , , , , , , , , , , , , 
"ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"7","170677","128012", , , , , , , , , , , , , , 
"ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"194","79319","98360", , , , , , , , , , , , , , 
"ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"194","3765","4669", , , , , , , , , , , , , , 
"ENG/FACILITY PLAN/AND DEVELOPMENT","AF", ,"194","2659","3298", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AG0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AG0[00000])","Entity[572966] Report(A600AG0[00100])", ,"Entity[572966] Report(A600AG0[00300])","Entity[572966] Report(A600AG0[00400])","Entity[572966] Report(A600AG0[00500])", ,"Entity[572966] Report(A600AG0[00700])","Entity[572966] Report(A600AG0[00800])","Entity[572966] Report(A600AG0[00900])", , , , , , , , , , 
"ANCILLARY ADMIN","AG", ,"5","195168","28214", ,"18","1288621","186290", , , , , , , , , , 
"ANCILLARY ADMIN","AG", ,"6","144791","20932", , , , , , , , , , , , , , 
"ANCILLARY ADMIN","AG", ,"10","139721","20199", , , , , , , , , , , , , , 
"ANCILLARY ADMIN","AG", ,"15","218752","31624", , , , , , , , , , , , , , 
"ANCILLARY ADMIN","AG", ,"16","137526","19881", , , , , , , , , , , , , , 
"ANCILLARY ADMIN","AG", ,"18","149404","21599", , , , , , , , , , , , , , 
"ANCILLARY ADMIN","AG", ,"65","153530","22195", , , , , , , , , , , , , , 
"ANCILLARY ADMIN","AG", ,"194","149729","21646", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AH0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AH0[00000])","Entity[572966] Report(A600AH0[00100])", ,"Entity[572966] Report(A600AH0[00300])","Entity[572966] Report(A600AH0[00400])","Entity[572966] Report(A600AH0[00500])", ,"Entity[572966] Report(A600AH0[00700])","Entity[572966] Report(A600AH0[00800])","Entity[572966] Report(A600AH0[00900])", , , , , , , , , , 
"EPIC TRAINING","AH", ,"30","2957","209", ,"5","6338","448", , , , , , , , , , 
"EPIC TRAINING","AH", ,"52","2633","186", , , , , , , , , , , , , , 
"EPIC TRAINING","AH", ,"66","358","25", , , , , , , , , , , , , , 
"EPIC TRAINING","AH", ,"70","390","28", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AI0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AI0[00000])","Entity[572966] Report(A600AI0[00100])", ,"Entity[572966] Report(A600AI0[00300])","Entity[572966] Report(A600AI0[00400])","Entity[572966] Report(A600AI0[00500])", ,"Entity[572966] Report(A600AI0[00700])","Entity[572966] Report(A600AI0[00800])","Entity[572966] Report(A600AI0[00900])", , , , , , , , , , 
"NURSERY","AI", ,"43","2636951","927812", ,"30","2636951","927812", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AJ0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AJ0[00000])","Entity[572966] Report(A600AJ0[00100])", ,"Entity[572966] Report(A600AJ0[00300])", ,"Entity[572966] Report(A600AJ0[00500])", ,"Entity[572966] Report(A600AJ0[00700])", ,"Entity[572966] Report(A600AJ0[00900])", , , , , , , , , , 
"PW PATIENT FOOD SERVICE","AJ", ,"10", ,"29278", ,"11", ,"29278", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AK0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AK0[00000])","Entity[572966] Report(A600AK0[00100])", ,"Entity[572966] Report(A600AK0[00300])", ,"Entity[572966] Report(A600AK0[00500])", ,"Entity[572966] Report(A600AK0[00700])", ,"Entity[572966] Report(A600AK0[00900])", , , , , , , , , , 
"TRANSPLANT RECLASS","AK", ,"105", ,"12106", ,"107", ,"14046", , , , , , , , , , 
"TRANSPLANT RECLASS","AK", ,"108", ,"1940", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AL0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AL0[00000])","Entity[572966] Report(A600AL0[00100])", ,"Entity[572966] Report(A600AL0[00300])","Entity[572966] Report(A600AL0[00400])","Entity[572966] Report(A600AL0[00500])", ,"Entity[572966] Report(A600AL0[00700])","Entity[572966] Report(A600AL0[00800])","Entity[572966] Report(A600AL0[00900])", , , , , , , , , , 
"PFW INPT PT A NURSE PRACTIONER","AL", ,"18","854582","142772", ,"194","854582","142772", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AM0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AM0[00000])","Entity[572966] Report(A600AM0[00100])", ,"Entity[572966] Report(A600AM0[00300])", ,"Entity[572966] Report(A600AM0[00500])", ,"Entity[572966] Report(A600AM0[00700])", ,"Entity[572966] Report(A600AM0[00900])", , , , , , , , , , 
"DISTINCT OBS DEPRECIATION","AM", ,"92", ,"62089", ,"30", ,"62089", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AN0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AN0[00000])","Entity[572966] Report(A600AN0[00100])", ,"Entity[572966] Report(A600AN0[00300])","Entity[572966] Report(A600AN0[00400])","Entity[572966] Report(A600AN0[00500])", ,"Entity[572966] Report(A600AN0[00700])","Entity[572966] Report(A600AN0[00800])","Entity[572966] Report(A600AN0[00900])", , , , , , , , , , 
"RESEARCH ADMIN","AN", ,"5","446882","82063", ,"191","446882","82063", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AO0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AO0[00000])","Entity[572966] Report(A600AO0[00100])", ,"Entity[572966] Report(A600AO0[00300])", ,"Entity[572966] Report(A600AO0[00500])", ,"Entity[572966] Report(A600AO0[00700])", ,"Entity[572966] Report(A600AO0[00900])", , , , , , , , , , 
"PILOT RESEARCH AWARDS","AO", ,"191", ,"237538", ,"191", ,"413210", , , , , , , , , , 
"PILOT RESEARCH AWARDS","AO", ,"191", ,"175672", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AP0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AP0[00000])","Entity[572966] Report(A600AP0[00100])", ,"Entity[572966] Report(A600AP0[00300])", ,"Entity[572966] Report(A600AP0[00500])", ,"Entity[572966] Report(A600AP0[00700])", ,"Entity[572966] Report(A600AP0[00900])", , , , , , , , , , 
"DOS RESEARCH SEED GRANT","AP", ,"191", ,"200265", ,"18", ,"200265", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AQ0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AQ0[00000])","Entity[572966] Report(A600AQ0[00100])", ,"Entity[572966] Report(A600AQ0[00300])", ,"Entity[572966] Report(A600AQ0[00500])", ,"Entity[572966] Report(A600AQ0[00700])", ,"Entity[572966] Report(A600AQ0[00900])", , , , , , , , , , 
"EL RIO PROPERTY TAX","AQ", ,"14", ,"7632", ,"7", ,"7632", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A600AR0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[572966] Report(A600AR0[00000])","Entity[572966] Report(A600AR0[00100])", ,"Entity[572966] Report(A600AR0[00300])","Entity[572966] Report(A600AR0[00400])","Entity[572966] Report(A600AR0[00500])", ,"Entity[572966] Report(A600AR0[00700])","Entity[572966] Report(A600AR0[00800])","Entity[572966] Report(A600AR0[00900])", , , , , , , , , , 
"INVESTIGATIONAL PHARMACY STAFF","AR", ,"191","508892","98817", ,"15","508892","98817", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A700001 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Acquisitions","","","Disposals","","Fully", , , , , , , , , , 
"","","","Beginning","","","","and","Ending","Depreciated", , , , , , , , , , 
"","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets", , , , , , , , , , 
"","","","1","2","3","4","5","6","7", , , , , , , , , , 
 ,"Entity[572966] Report(A700001[00100])","Entity[572966] Report(A700001[00200])", ,"Entity[572966] Report(A700001[00400])","Entity[572966] Report(A700001[00500])","Entity[572966] Report(A700001[00600])", , , , , , , , , , , , , 
 ,"84566514","7302227", ,"7302227", ,"91868741", , , , , , , , , , , , , 
 ,"6293040","909979", ,"909979", ,"7203019", , , , , , , , , , , , , 
 ,"951023663","31004915", ,"31004915", ,"982028578", , , , , , , , , , , , , 
 ,"651593647","28177454", ,"28177454", ,"679771101", , , , , , , , , , , , , 
 ,"418436640","53149197", ,"53149197","4018266","467567571", , , , , , , , , , , , , 
 ,"89081392","2349928", ,"2349928","318851","91112469", , , , , , , , , , , , , 
 ,"2147483647","122893700", ,"122893700","4337117","2147483647", , , , , , , , , , , , , 
 ,"38470986", , , , ,"38470986", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A700003 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Acquisitions","","","Disposals","","Fully", , , , , , , , , , 
"","","","Beginning","","","","and","Ending","Depreciated", , , , , , , , , , 
"","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets", , , , , , , , , , 
"","","","1","2","3","4","5","6","7", , , , , , , , , , 
 ,"Entity[572966] Report(A700003[00100])","Entity[572966] Report(A700003[00200])","Entity[572966] Report(A700003[00300])","Entity[572966] Report(A700003[00400])","Entity[572966] Report(A700003[00500])", , ,"Entity[572966] Report(A700003[00800])","Entity[572966] Report(A700003[00900])","Entity[572966] Report(A700003[01000])","Entity[572966] Report(A700003[01100])","Entity[572966] Report(A700003[01200])", , ,"Entity[572966] Report(A700003[01500])", , , , 
 ,"746653473","38470986","708182487","0","1959192", , ,"1959192","19726890", ,"522148","1959192", , ,"22208230", , , , 
 ,"8273297", ,"8273297","0","22891", , ,"22891","541694", , ,"22891", , ,"564585", , , , 
 ,"202213586", ,"202213586","0","559422", , ,"559422","5690542", , ,"559422", , ,"6249964", , , , 
 ,"9968448", ,"9968448","0","27580", , ,"27580", ,"2128794", ,"27580", , ,"2156374", , , , 
 ,"14393763", ,"14393763","0","39819", , ,"39819","379521", , ,"39819", , ,"419340", , , , 
 ,"1238451141", ,"1238451141","1","3426174", , ,"3426174","87431833", , ,"3426174", , ,"90858007", , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 572966"," Report A800000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"DESCRIPTION (1)","","","WORKSHEET A TO/FROM WHICH","","Wkst.", , , , , , , , , , , , , , 
"","","","THE AMOUNT IS TO BE ADJUSTED","","A-7", , , , , , , , , , , , , , 
"","BASIS/CODE (2)","AMOUNT","COST CENTER","LINE #","Ref.", , , , , , , , , , , , , , 
"","1","2","3","4","5", , , , , , , , , , , , , , 
"Entity[572966] Report(A800000[00000])","Entity[572966] Report(A800000[00100])","Entity[572966] Report(A800000[00200])","Entity[572966] Report(A800000[00300])","Entity[572966] Report(A800000[00400])","Entity[572966] Report(A800000[00500])", , , , , , , , , , , , , , 
 , ,"-79555147", , , , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-125161","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-107778","ADMITTING","5", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-106399","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-81699","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-681569","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-75011","AMBULATORY ADMIN","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-54335","DIAGNOSTIC IMAGING ADMIN","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-273320","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-122284","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-257202","SURGERY SERVICES","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-1349581","NEONATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-250776","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-114030","NEUROSURGERY ADMIN","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-311701","CRITICAL CARE ADMIN","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-145795","ANESTHESIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-171375","ANCILLARY ADMINISTRATION","18", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-28929","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-60","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-238379","LABORATORY","60", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-87735","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-200524","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-229980","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"NONREIMBURSABLE PAYROLL","A","-962977","CLINIC","90", , , , , , , , , , , , , , , 
"EMPLOYEE HEALTH CLINIC INCOME","B","-346757","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"OTHER RESEARCH","B","-155366","PHARMACY","15", , , , , , , , , , , , , , , 
"OTHER RESEARCH","B","-1472","NUTRITION AND GI ADMIN","18", , , , , , , , , , , , , , , 
"OTHER RESEARCH","B","-1135","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"OTHER RESEARCH","B","-2319","PSYCHOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"OTHER RESEARCH","B","-2475","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"OTHER RESEARCH","B","-1389","CLINIC","90", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE - SLEH","B","-117888","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE - SLEH","B","-407410","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE - SLEH","B","-162975","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","B","-2000","ADMITTING","5", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","A","-237668","EMERGENCY","91", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","B","-916","OPER OF PLANT - FEIGIN/NRI","7", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","B","-21630","DIETARY","10", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","B","-18378","CAFETERIA","11", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","B","-152440","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","B","-70","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","B","-35695","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","B","-86642","NUTRITIONAL SUPPORT","76", , , , , , , , , , , , , , , 
"VENDED SERVICE REVENUE","B","-23750","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-8348","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-986","MATERIALS MANAGEMENT","5", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-350","ADMITTING","5", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-24898","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-1711","MAINTENANCE & REPAIRS","6", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-11030","DIETARY","10", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","A","-9157","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-172422","PHARMACY","15", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-5701","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
